,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ROI,Cost_per_Conversion
2309,A3309,Data Analytics Course,141.0,5663.0,237.57,16.0,3.0,0.045,1269.0,2024-11-14,Hyderabad,tablet,data analytics course,4.341583533274404,79.19
2310,A3310,Data Analytics Course,182.0,4021.0,215.57,24.0,7.0,0.038,1444.0,2024-11-14,Hyderabad,tablet,online data analytic,5.698520202254489,30.795714285714286
2311,A3311,Data Analytics Course,192.0,4551.0,223.93,22.0,10.0,0.052,1231.0,2024-11-14,Hyderabad,desktop,data anaytics training,4.4972536060376,22.393
2312,A3312,Data Analytics Course,138.95699356913184,5123.0,231.93,18.0,9.0,0.04897922998986829,1031.0,2024-11-14,Hyderabad,desktop,analytics for data,3.445306773595481,25.77
2313,A3313,Data Analytics Course,160.0,3816.0,207.93,27.0,9.0,0.056,1884.0,2024-11-14,Hyderabad,mobile,analytics for data,8.060741595729331,23.103333333333335
2314,A3314,Data Analytics Course,140.0,3154.0,212.73,21.0,4.0,0.029,1024.0,2024-11-14,Hyderabad,tablet,learn data analytics,3.8136135006816154,53.1825
2315,A3315,Data Analytics Course,134.0,3700.0,226.57,28.0,7.0,0.056,1836.0,2024-11-04,Hyderabad,tablet,data analitics online,7.103455885598271,32.36714285714286
2316,A3316,Data Analytics Course,92.0,3963.0,219.39,22.0,10.0,0.04897922998986829,1834.0,2024-11-14,Hyderabad,mobile,online data analytic,7.35954236747345,21.939
2317,A3317,Data Analytics Course,163.0,3978.0,232.7,25.0,9.0,0.046,1380.0,2024-11-14,Hyderabad,desktop,data analitics online,4.930382466695316,25.855555555555554
2318,A3318,Data Analytics Course,155.0,5105.0,239.11,20.0,5.0,0.032,1009.0,2024-11-14,Hyderabad,mobile,analytics for data,3.219815147839906,47.822
2319,A3319,Data Analytics Course,194.0,3559.0,205.78,15.0,9.0,0.046,1765.0,2024-11-14,Hyderabad,desktop,online data analytic,7.577121197395277,22.864444444444445
2320,A3320,Data Analytics Course,165.0,3005.0,239.14,23.0,6.0,0.036,1989.0,2024-11-14,Hyderabad,tablet,learn data analytics,7.317303671489505,39.85666666666666
2321,A3321,Data Analytics Course,135.0,4740.0,235.55,24.0,4.0,0.03,1715.0,2024-11-07,Hyderabad,desktop,analytics for data,6.280832095096582,58.8875
2322,A3322,Data Analytics Course,87.0,4379.0,209.25,29.0,10.0,0.04897922998986829,1348.0,2024-11-05,Hyderabad,desktop,learn data analytics,5.4420549581839905,20.925
2323,A3323,Data Analytics Course,164.0,4151.0,219.97,30.0,9.0,0.055,1505.0,2024-11-14,Hyderabad,desktop,online data analytic,5.841842069373096,24.441111111111113
2324,A3324,Data Analytics Course,138.95699356913184,3185.0,217.33,21.0,3.0,0.04897922998986829,1505.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.9249528366999495,72.44333333333334
2325,A3325,Data Analytics Course,84.0,5652.0,191.93,30.0,8.0,0.095,1729.0,2024-11-13,Hyderabad,mobile,data analitics online,8.008492679622778,23.99125
2326,A3326,Data Analytics Course,158.0,4819.0,185.34,17.0,9.0,0.04897922998986829,1066.0,2024-11-14,Hyderabad,mobile,data anaytics training,4.751591669364411,20.593333333333334
2327,A3327,Data Analytics Course,90.0,4472.0,237.16,28.0,10.0,0.059,1629.0,2024-11-14,Hyderabad,mobile,learn data analytics,5.868780570079271,23.716
2328,A3328,Data Analytics Course,197.0,3186.0,194.44,19.0,6.0,0.03,1857.0,2024-11-14,Hyderabad,tablet,data analytics course,8.550504011520264,32.406666666666666
2329,A3329,Data Analytics Course,133.0,4241.0,197.26,25.0,9.0,0.068,1325.0,2024-11-26,Hyderabad,tablet,data anaytics training,5.717023218087803,21.917777777777776
2330,A3330,Data Analytics Course,149.0,5035.0,234.52,28.0,5.0,0.034,1304.0,2024-11-14,Hyderabad,desktop,online data analytic,4.560293365171414,46.904
2331,A3331,Data Analytics Course,197.0,5686.0,239.76,27.0,9.0,0.056,1462.0,2024-11-14,Hyderabad,desktop,data analitics online,5.097764431097764,26.64
2332,A3332,Data Analytics Course,157.0,4062.0,223.72,24.0,8.0,0.051,1505.0,2024-11-25,Hyderabad,tablet,data analitics online,5.727158948685857,27.965
2333,A3333,Data Analytics Course,102.0,3113.0,202.77,22.0,7.0,0.069,1997.0,2024-11-14,Hyderabad,desktop,online data analytic,8.848596932485082,28.967142857142857
2334,A3334,Data Analytics Course,175.0,3958.0,193.52,23.0,8.0,0.046,1064.0,2024-11-04,Hyderabad,mobile,data analytics course,4.498139727159983,24.19
2335,A3335,Data Analytics Course,101.0,3317.0,215.57,23.0,4.0,0.04,1716.0,2024-11-14,Hyderabad,desktop,data analytics course,6.960291320684697,53.8925
2336,A3336,Data Analytics Course,127.0,4226.0,184.46,10.0,9.0,0.071,1427.0,2024-11-08,Hyderabad,desktop,data analytics course,6.736094546243088,20.495555555555555
2337,A3337,Data Analytics Course,148.0,3469.0,212.07,14.0,9.0,0.04897922998986829,1898.0,2024-11-14,Hyderabad,tablet,data analitics online,7.949875041259962,23.563333333333333
2338,A3338,Data Analytics Course,181.0,3859.0,246.36,22.0,9.0,0.056,1769.0,2024-11-14,Hyderabad,mobile,online data analytic,6.180548790388049,27.373333333333335
2339,A3339,Data Analytics Course,140.0,3389.0,183.33,28.0,6.0,0.043,1385.0,2024-11-14,Hyderabad,mobile,online data analytic,6.554682812414771,30.555000000000003
2340,A3340,Data Analytics Course,146.0,5075.0,215.57,13.0,9.0,0.056,1353.0,2024-11-26,Hyderabad,tablet,analytics for data,5.276383541309088,23.952222222222222
2341,A3341,Data Analytics Course,148.0,3269.0,191.73,18.0,9.0,0.061,1396.0,2024-11-14,Hyderabad,mobile,learn data analytics,6.281072341313306,21.30333333333333
2342,A3342,Data Analytics Course,101.0,4814.0,191.43,17.0,7.0,0.069,1112.0,2024-11-14,Hyderabad,desktop,learn data analytics,4.8089118737919865,27.34714285714286
2343,A3343,Data Analytics Course,179.0,5145.0,223.04,29.0,9.0,0.05,1002.0,2024-11-14,Hyderabad,mobile,data anaytics training,3.492467718794835,24.78222222222222
2344,A3344,Data Analytics Course,151.0,4107.0,183.81,21.0,10.0,0.066,1872.0,2024-11-11,Hyderabad,desktop,data analytics course,9.184429574016647,18.381
2345,A3345,Data Analytics Course,195.0,3221.0,185.08,19.0,10.0,0.042,1905.0,2024-11-14,Hyderabad,tablet,data analytics course,9.292846336719256,18.508000000000003
2346,A3346,Data Analytics Course,169.0,4846.0,230.53,15.0,8.0,0.04897922998986829,1103.0,2024-11-14,Hyderabad,mobile,data anaytics training,3.784626729709799,28.81625
2347,A3347,Data Analytics Course,161.0,3160.0,229.71,17.0,3.0,0.019,1817.0,2024-11-01,Hyderabad,mobile,data anaytics training,6.909973444778198,76.57000000000001
2348,A3348,Data Analytics Course,156.0,5095.0,214.32,30.0,9.0,0.04897922998986829,1444.0,2024-11-14,Hyderabad,mobile,data analitics online,5.73758865248227,23.813333333333333
2349,A3349,Data Analytics Course,148.0,3957.0,215.57,20.0,10.0,0.068,1288.0,2024-11-14,Hyderabad,tablet,data analitics online,4.974857354919516,21.557
2350,A3350,Data Analytics Course,126.0,4920.0,182.36,27.0,5.0,0.04,1933.0,2024-11-14,Hyderabad,tablet,data analitics online,9.599912261460846,36.472
2351,A3351,Data Analytics Course,189.0,3588.0,191.74,22.0,9.0,0.04897922998986829,1893.0,2024-11-14,Hyderabad,desktop,data analytics course,8.872744341295505,21.304444444444446
2352,A3352,Data Analytics Course,119.0,4927.0,223.35,16.0,3.0,0.04897922998986829,1377.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.165211551376763,74.45
2353,A3353,Data Analytics Course,138.95699356913184,4523.280832678712,200.54,30.0,5.0,0.032,1505.0,2024-11-01,Hyderabad,desktop,analytics for data,6.504737209534258,40.108
2354,A3354,Data Analytics Course,127.0,5742.0,233.98,13.0,4.0,0.031,1743.0,2024-11-14,Hyderabad,tablet,data analytics course,6.449354645696213,58.495
2355,A3355,Data Analytics Course,106.0,4474.0,181.48,17.0,10.0,0.094,1189.0,2024-11-14,Hyderabad,tablet,analytics for data,5.551686136213357,18.148
2356,A3356,Data Analytics Course,119.0,4322.0,183.0,24.0,5.0,0.04897922998986829,1108.0,2024-11-06,Hyderabad,mobile,data analitics online,5.054644808743169,36.6
2357,A3357,Data Analytics Course,81.0,4144.0,180.01,18.0,3.0,0.037,1648.0,2024-11-14,Hyderabad,mobile,data analitics online,8.155046941836565,60.00333333333333
2358,A3358,Data Analytics Course,152.0,5007.0,208.84,19.0,10.0,0.066,1628.0,2024-11-24,Hyderabad,mobile,online data analytic,6.795441486305306,20.884
2359,A3359,Data Analytics Course,153.0,5388.0,219.93,16.0,4.0,0.026,1602.0,2024-11-14,Hyderabad,tablet,data analytics course,6.284135861410448,54.9825
2360,A3360,Data Analytics Course,120.0,4229.0,244.13,20.0,9.0,0.075,1380.0,2024-11-12,Hyderabad,desktop,data analytics course,4.652726006635809,27.125555555555554
2361,A3361,Data Analytics Course,167.0,5140.0,228.32,28.0,9.0,0.051,1056.0,2024-11-14,Hyderabad,mobile,data analitics online,3.625087596355992,25.36888888888889
2362,A3362,Data Analytics Course,116.0,5001.0,186.67,17.0,5.0,0.043,1340.0,2024-11-07,Hyderabad,desktop,analytics for data,6.178443242084962,37.333999999999996
2363,A3363,Data Analytics Course,93.0,3802.0,215.52,22.0,7.0,0.034,1513.0,2024-11-23,Hyderabad,mobile,online data analytic,6.020230141054195,30.78857142857143
2364,A3364,Data Analytics Course,159.0,5584.0,249.46,18.0,8.0,0.05,1176.0,2024-11-09,Hyderabad,desktop,analytics for data,3.7141826344904993,31.1825
2365,A3365,Data Analytics Course,146.0,5105.0,224.77,12.0,7.0,0.038,1440.0,2024-11-14,Hyderabad,mobile,analytics for data,5.406548916670374,32.11
2366,A3366,Data Analytics Course,136.0,5714.0,190.3,19.0,8.0,0.059,1694.0,2024-11-30,Hyderabad,desktop,data anaytics training,7.901734104046242,23.7875
2367,A3367,Data Analytics Course,159.0,5025.0,208.68,16.0,4.0,0.051,1779.0,2024-11-21,Hyderabad,mobile,online data analytic,7.525014376078206,52.17
2368,A3368,Data Analytics Course,83.0,3781.0,220.82,11.0,4.0,0.048,1866.0,2024-11-14,Hyderabad,mobile,data anaytics training,7.4503215288470255,55.205
2369,A3369,Data Analytics Course,136.0,3318.0,215.86,20.0,8.0,0.032,1712.0,2024-11-14,Hyderabad,tablet,data analitics online,6.931066431946631,26.9825
2370,A3370,Data Analytics Course,136.0,3939.0,213.66,16.0,6.0,0.044,1708.0,2024-11-14,Hyderabad,tablet,online data analytic,6.99400917345315,35.61
2371,A3371,Data Analytics Course,166.0,3546.0,221.99,10.0,3.0,0.018,1796.0,2024-11-12,Hyderabad,desktop,learn data analytics,7.090454524978602,73.99666666666667
2372,A3372,Data Analytics Course,192.0,5845.0,247.56,28.0,3.0,0.04897922998986829,1542.0,2024-11-14,Hyderabad,desktop,analytics for data,5.2287930198739705,82.52
2373,A3373,Data Analytics Course,138.95699356913184,3580.0,223.48,21.0,6.0,0.04897922998986829,1555.0,2024-11-27,Hyderabad,tablet,data analytics course,5.958117057454806,37.24666666666666
2374,A3374,Data Analytics Course,108.0,4019.0,199.85,25.0,8.0,0.059,1657.0,2024-11-14,Hyderabad,tablet,learn data analytics,7.291218413810358,24.98125
2375,A3375,Data Analytics Course,175.0,3345.0,185.48,23.0,9.0,0.051,1193.0,2024-11-14,Hyderabad,desktop,data analitics online,5.431960319171878,20.608888888888888
2376,A3376,Data Analytics Course,80.0,4413.0,245.4,10.0,5.0,0.062,1650.0,2024-11-03,Hyderabad,mobile,data analytics course,5.723716381418092,49.08
2377,A3377,Data Analytics Course,192.0,4969.0,234.27,30.0,5.0,0.026,1627.0,2024-11-14,Hyderabad,tablet,data analytics course,5.944978016818201,46.854
2378,A3378,Data Analytics Course,85.0,5083.0,181.19,13.0,3.0,0.05,1048.0,2024-11-14,Hyderabad,mobile,data analytics course,4.783983663557591,60.39666666666667
2379,A3379,Data Analytics Course,91.0,4176.0,216.63,20.0,8.0,0.088,1502.0,2024-11-14,Hyderabad,mobile,data analytics course,5.9334810506393385,27.07875
2380,A3380,Data Analytics Course,94.0,5389.0,220.53,11.0,10.0,0.106,1670.0,2024-11-14,Hyderabad,mobile,data anaytics training,6.572665850451186,22.053
2381,A3381,Data Analytics Course,119.0,4653.0,224.68,20.003918495297807,4.0,0.04897922998986829,1773.0,2024-11-14,Hyderabad,tablet,learn data analytics,6.891223072814669,56.17
2382,A3382,Data Analytics Course,198.0,3926.0,195.25,25.0,7.0,0.035,1060.0,2024-11-12,Hyderabad,desktop,data analitics online,4.428937259923176,27.892857142857142
2383,A3383,Data Analytics Course,87.0,4154.0,232.88,13.0,3.0,0.034,1099.0,2024-11-10,Hyderabad,desktop,online data analytic,3.719168670559945,77.62666666666667
2384,A3384,Data Analytics Course,101.0,3286.0,196.59,12.0,9.0,0.089,1034.0,2024-11-02,Hyderabad,tablet,analytics for data,4.25967750139885,21.843333333333334
2385,A3385,Data Analytics Course,142.0,4593.0,230.69,20.0,5.0,0.035,1537.0,2024-11-14,Hyderabad,mobile,data analytics course,5.662620833152715,46.138
2386,A3386,Data Analytics Course,111.0,5689.0,195.94,12.0,4.0,0.04897922998986829,1377.0,2024-11-14,Hyderabad,desktop,analytics for data,6.027661529039501,48.985
2387,A3387,Data Analytics Course,152.0,5040.0,238.61,30.0,9.0,0.04,1795.0,2024-11-14,Hyderabad,desktop,data analytics course,6.522735845102886,26.512222222222224
2388,A3388,Data Analytics Course,89.0,3623.0,218.35,22.0,6.0,0.067,1311.0,2024-11-14,Hyderabad,mobile,learn data analytics,5.004121822761622,36.391666666666666
2389,A3389,Data Analytics Course,115.0,3999.0,216.67,16.0,6.0,0.031,1777.0,2024-11-14,Hyderabad,mobile,data analytics course,7.201412285964832,36.111666666666665
2390,A3390,Data Analytics Course,131.0,4320.0,223.08,30.0,7.0,0.058,1505.0,2024-11-14,Hyderabad,mobile,analytics for data,5.746458669535593,31.868571428571432
2391,A3391,Data Analytics Course,153.0,4027.0,182.11,10.0,5.0,0.033,1332.0,2024-11-28,Hyderabad,tablet,learn data analytics,6.314260611718191,36.422000000000004
2392,A3392,Data Analytics Course,108.0,4523.280832678712,208.9,10.0,6.519002375296912,0.04897922998986829,1313.0,2024-11-14,Hyderabad,desktop,learn data analytics,5.285303973192915,32.04478047003097
2393,A3393,Data Analytics Course,172.0,5712.0,204.06,28.0,7.0,0.034,1407.0,2024-11-14,Hyderabad,tablet,analytics for data,5.895030873272567,29.15142857142857
2394,A3394,Data Analytics Course,118.0,5514.0,237.88,27.0,9.0,0.076,1401.0,2024-11-14,Hyderabad,mobile,analytics for data,4.889524129813351,26.43111111111111
2395,A3395,Data Analytics Course,90.0,3776.0,186.92,19.0,4.0,0.04,1053.0,2024-11-14,Hyderabad,tablet,learn data analytics,4.633426064626579,46.73
2396,A3396,Data Analytics Course,97.0,3370.0,236.35,20.0,7.0,0.072,1505.0,2024-11-04,Hyderabad,mobile,data analytics course,5.367675058176434,33.76428571428571
2397,A3397,Data Analytics Course,149.0,3814.0,213.11,13.0,7.0,0.047,1057.0,2024-11-14,Hyderabad,mobile,analytics for data,3.9598798742433483,30.444285714285716
2398,A3398,Data Analytics Course,137.0,5434.0,182.57,10.0,7.0,0.051,1852.0,2024-11-14,Hyderabad,desktop,online data analytic,9.144054335323439,26.08142857142857
2399,A3399,Data Analytics Course,172.0,4079.0,183.05,20.0,8.0,0.047,1988.0,2024-11-14,Hyderabad,desktop,data analytics course,9.860420650095602,22.88125
2400,A3400,Data Analytics Course,116.0,4252.0,180.05,18.0,8.0,0.069,1568.0,2024-11-14,Hyderabad,desktop,online data analytic,7.708692029991669,22.50625
2401,A3401,Data Analytics Course,187.0,4793.0,186.41,30.0,9.0,0.04897922998986829,1120.0,2024-11-03,Hyderabad,desktop,data analytics course,5.008261359369133,20.712222222222223
2402,A3402,Data Analytics Course,126.0,4140.0,193.49,19.0,6.519002375296912,0.04897922998986829,1340.0,2024-11-14,Hyderabad,tablet,data analytics course,5.925422502454907,29.680921843687376
2403,A3403,Data Analytics Course,123.0,5844.0,201.7,12.0,6.0,0.04897922998986829,1636.0,2024-11-14,Hyderabad,desktop,data analitics online,7.11105602379772,33.61666666666667
2404,A3404,Data Analytics Course,132.0,5845.0,249.74,19.0,6.519002375296912,0.05,1067.0,2024-11-14,Hyderabad,mobile,analytics for data,3.2724433410747173,38.309542721807254
2405,A3405,Data Analytics Course,118.0,3371.0,191.98,10.0,6.0,0.04897922998986829,1458.0,2024-11-14,Hyderabad,mobile,learn data analytics,6.594541098031045,31.996666666666666
2406,A3406,Data Analytics Course,92.0,4853.0,189.19,23.0,9.0,0.04897922998986829,1189.0,2024-11-14,Hyderabad,desktop,online data analytic,5.284687351339922,21.02111111111111
2407,A3407,Data Analytics Course,100.0,5781.0,202.96,30.0,7.0,0.07,1132.0,2024-11-18,Hyderabad,desktop,data anaytics training,4.577453685455262,28.994285714285716
2408,A3408,Data Analytics Course,100.0,5435.0,205.99,13.0,6.0,0.031,1607.0,2024-11-14,Hyderabad,tablet,analytics for data,6.801349580076702,34.33166666666667
2409,A3409,Data Analytics Course,89.0,3915.0,207.63,10.0,7.0,0.04897922998986829,1454.0,2024-11-02,Hyderabad,desktop,data analytics course,6.002841593218706,29.66142857142857
2410,A3410,Data Analytics Course,147.0,4231.0,186.73,20.0,5.0,0.04897922998986829,1271.0,2024-11-14,Hyderabad,desktop,learn data analytics,5.806619182777272,37.346
2411,A3411,Data Analytics Course,153.0,3225.0,240.34,20.0,8.0,0.052,1313.0,2024-11-28,Hyderabad,tablet,data analitics online,4.463093950237164,30.0425
2412,A3412,Data Analytics Course,164.0,3996.0,202.56,19.0,10.0,0.061,1880.0,2024-11-14,Hyderabad,desktop,data analitics online,8.281200631911533,20.256
2413,A3413,Data Analytics Course,124.0,5949.0,218.12,11.0,10.0,0.04897922998986829,1019.0,2024-11-14,Hyderabad,mobile,online data analytic,3.6717403264258204,21.812
2414,A3414,Data Analytics Course,189.0,5740.0,231.73,28.0,5.0,0.04897922998986829,1306.0,2024-11-03,Hyderabad,tablet,online data analytic,4.635869330686575,46.346
2415,A3415,Data Analytics Course,142.0,5354.0,247.32,17.0,4.0,0.048,1828.0,2024-11-14,Hyderabad,desktop,online data analytic,6.391234028788614,61.83
2416,A3416,Data Analytics Course,127.0,4587.0,199.63,17.0,5.0,0.043,1319.0,2024-11-14,Hyderabad,tablet,data analytics course,5.60722336322196,39.926
2417,A3417,Data Analytics Course,174.0,3957.0,181.56,12.0,3.0,0.04897922998986829,1385.0,2024-11-02,Hyderabad,desktop,data anaytics training,6.628332231769113,60.52
2418,A3418,Data Analytics Course,183.0,5971.0,207.43,10.0,7.0,0.038,1325.0,2024-11-14,Hyderabad,tablet,online data analytic,5.387697054427999,29.632857142857144
2419,A3419,Data Analytics Course,190.0,3455.0,213.11,18.0,7.0,0.037,1730.0,2024-11-13,Hyderabad,desktop,data anaytics training,7.117873398714278,30.444285714285716
2420,A3420,Data Analytics Course,116.0,5748.0,188.91,11.0,7.0,0.04897922998986829,1368.0,2024-11-14,Hyderabad,desktop,data analitics online,6.241543592186756,26.987142857142857
2421,A3421,Data Analytics Course,199.0,4387.0,206.92,20.0,9.0,0.038,1054.0,2024-11-14,Hyderabad,mobile,data anaytics training,4.093756040982022,22.99111111111111
2422,A3422,Data Analytics Course,181.0,4103.0,215.57,24.0,8.0,0.044,1103.0,2024-11-14,Hyderabad,mobile,data analitics online,4.116667439810735,26.94625
2423,A3423,Data Analytics Course,197.0,3253.0,243.38,17.0,3.0,0.034,1606.0,2024-11-22,Hyderabad,tablet,data analytics course,5.598734489276029,81.12666666666667
2424,A3424,Data Analytics Course,136.0,4492.0,205.0,10.0,4.0,0.04897922998986829,1319.0,2024-11-14,Hyderabad,tablet,online data analytic,5.434146341463415,51.25
2425,A3425,Data Analytics Course,128.0,3153.0,236.34,16.0,6.0,0.04897922998986829,1050.0,2024-11-09,Hyderabad,desktop,online data analytic,3.4427519675044427,39.39
2426,A3426,Data Analytics Course,163.0,4794.0,204.35,26.0,3.0,0.052,1978.0,2024-11-14,Hyderabad,tablet,data analitics online,8.679471494984096,68.11666666666666
2427,A3427,Data Analytics Course,199.0,5210.0,212.53,30.0,10.0,0.05,1749.0,2024-11-14,Hyderabad,mobile,analytics for data,7.229426433915212,21.253
2428,A3428,Data Analytics Course,169.0,5326.0,215.57,30.0,5.0,0.03,1030.0,2024-11-14,Hyderabad,desktop,data analitics online,3.7780303381732154,43.114
2429,A3429,Data Analytics Course,138.0,3961.0,247.45,13.0,3.0,0.022,1601.0,2024-11-18,Hyderabad,mobile,data analytics course,5.469993938169327,82.48333333333333
2430,A3430,Data Analytics Course,138.95699356913184,5937.0,231.01,25.0,4.0,0.057,1448.0,2024-11-14,Hyderabad,tablet,online data analytic,5.268126920912515,57.7525
2431,A3431,Data Analytics Course,154.0,4904.0,247.11,11.0,8.0,0.052,1505.0,2024-11-14,Hyderabad,tablet,learn data analytics,5.090405082756666,30.88875
2432,A3432,Data Analytics Course,105.0,3149.0,233.19,13.0,10.0,0.095,1135.0,2024-11-14,Hyderabad,tablet,learn data analytics,3.867275612161756,23.319
2433,A3433,Data Analytics Course,89.0,5963.0,209.41,29.0,9.0,0.101,1066.0,2024-11-14,Hyderabad,desktop,online data analytic,4.09049233560957,23.267777777777777
2434,A3434,Data Analytics Course,125.0,3808.0,191.42,29.0,7.0,0.056,1783.0,2024-11-10,Hyderabad,tablet,data analytics course,8.314596175948177,27.345714285714283
2435,A3435,Data Analytics Course,175.0,3938.0,186.09,22.0,9.0,0.04897922998986829,1218.0,2024-11-05,Hyderabad,mobile,analytics for data,5.545220054812188,20.676666666666666
2436,A3436,Data Analytics Course,175.0,5521.0,207.4,25.0,3.0,0.017,1616.0,2024-11-14,Hyderabad,mobile,online data analytic,6.791706846673095,69.13333333333334
2437,A3437,Data Analytics Course,183.0,4523.280832678712,198.12,27.0,10.0,0.055,1505.0,2024-11-14,Hyderabad,mobile,data analytics course,6.596406218453463,19.812
2438,A3438,Data Analytics Course,182.0,5466.0,206.3,26.0,4.0,0.037,1816.0,2024-11-18,Hyderabad,tablet,data analytics course,7.802714493456132,51.575
2439,A3439,Data Analytics Course,138.95699356913184,4528.0,235.96,30.0,4.0,0.04897922998986829,1926.0,2024-11-14,Hyderabad,mobile,data anaytics training,7.162400406848618,58.99
2440,A3440,Data Analytics Course,168.0,4904.0,220.19,23.0,6.0,0.036,1870.0,2024-11-11,Hyderabad,desktop,learn data analytics,7.492665425314501,36.69833333333333
2441,A3441,Data Analytics Course,150.0,5057.0,220.26,24.0,5.0,0.033,1505.0,2024-11-14,Hyderabad,desktop,data anaytics training,5.832833923544902,44.052
2442,A3442,Data Analytics Course,152.0,3390.0,209.39,18.0,6.0,0.039,1620.0,2024-11-14,Hyderabad,desktop,online data analytic,6.736759157552893,34.89833333333333
2443,A3443,Data Analytics Course,113.0,3532.0,247.57,29.0,6.0,0.055,1273.0,2024-11-20,Hyderabad,mobile,learn data analytics,4.141980046047583,41.26166666666666
2444,A3444,Data Analytics Course,93.0,3683.0,201.45,11.0,10.0,0.108,1331.0,2024-11-14,Hyderabad,mobile,learn data analytics,5.607098535616778,20.145
2445,A3445,Data Analytics Course,141.0,5031.0,189.92,23.0,5.0,0.035,1093.0,2024-11-14,Hyderabad,desktop,data analitics online,4.755054759898905,37.983999999999995
2446,A3446,Data Analytics Course,191.0,5660.0,192.49,21.0,5.0,0.056,1023.0,2024-11-14,Hyderabad,mobile,data analytics course,4.314561795417943,38.498000000000005
2447,A3447,Data Analytics Course,187.0,3450.0,234.31,18.0,9.0,0.04897922998986829,1609.0,2024-11-14,Hyderabad,tablet,online data analytic,5.866971106653579,26.034444444444446
2448,A3448,Data Analytics Course,118.0,4804.0,227.98,28.0,9.0,0.039,1064.0,2024-11-14,Hyderabad,mobile,learn data analytics,3.6670760593034477,25.33111111111111
2449,A3449,Data Analytics Course,184.0,5983.0,242.62,25.0,6.0,0.04897922998986829,1538.0,2024-11-03,Hyderabad,desktop,data analytics course,5.339131151595088,40.43666666666667
2450,A3450,Data Analytics Course,167.0,5051.0,202.95,21.0,10.0,0.06,1812.0,2024-11-10,Hyderabad,mobile,learn data analytics,7.928307464892831,20.294999999999998
2451,A3451,Data Analytics Course,162.0,3815.0,221.44,13.0,7.0,0.04,1728.0,2024-11-14,Hyderabad,desktop,data analytics course,6.803468208092485,31.634285714285713
2452,A3452,Data Analytics Course,125.0,5370.0,183.67,18.0,10.0,0.042,1815.0,2024-11-14,Hyderabad,tablet,data analytics course,8.881853323896118,18.366999999999997
2453,A3453,Data Analytics Course,102.0,4451.0,219.15,29.0,7.0,0.04897922998986829,1491.0,2024-11-14,Hyderabad,mobile,data analitics online,5.803559206023271,31.307142857142857
2454,A3454,Data Analytics Course,141.0,4243.0,190.94,24.0,6.0,0.04897922998986829,1505.0,2024-11-14,Hyderabad,desktop,data anaytics training,6.882057190740547,31.823333333333334
2455,A3455,Data Analytics Course,121.0,3844.0,242.19,29.0,3.0,0.04897922998986829,1897.0,2024-11-14,Hyderabad,mobile,learn data analytics,6.832693339939716,80.73
2456,A3456,Data Analytics Course,142.0,4023.0,186.79,17.0,3.0,0.021,1172.0,2024-11-14,Hyderabad,tablet,data anaytics training,5.2744258257936725,62.26333333333333
2457,A3457,Data Analytics Course,150.0,4409.0,223.45,23.0,7.0,0.047,1578.0,2024-11-13,Hyderabad,desktop,learn data analytics,6.061982546430969,31.92142857142857
2458,A3458,Data Analytics Course,117.0,3109.0,239.1,21.0,3.0,0.026,1505.0,2024-11-14,Hyderabad,tablet,data analytics course,5.29443747386031,79.7
2459,A3459,Data Analytics Course,142.0,5613.0,180.45,11.0,9.0,0.063,1978.0,2024-11-14,Hyderabad,mobile,data anaytics training,9.961485175949017,20.049999999999997
2460,A3460,Data Analytics Course,103.0,4821.0,214.54,30.0,6.0,0.058,1408.0,2024-11-14,Hyderabad,tablet,data analitics online,5.562878717255524,35.75666666666667
2461,A3461,Data Analytics Course,187.0,3289.0,186.04,23.0,5.0,0.027,1645.0,2024-11-06,Hyderabad,desktop,data analytics course,7.842184476456676,37.208
2462,A3462,Data Analytics Course,172.0,4441.0,209.18,17.0,10.0,0.043,1505.0,2024-11-29,Hyderabad,desktop,data analitics online,6.1947604933550044,20.918
2463,A3463,Data Analytics Course,105.0,3000.0,185.97,17.0,6.0,0.057,1993.0,2024-11-29,Hyderabad,mobile,data analitics online,9.716782276711298,30.995
2464,A3464,Data Analytics Course,181.0,4156.0,245.68,22.0,10.0,0.031,1336.0,2024-11-14,Hyderabad,mobile,learn data analytics,4.437968088570498,24.568
2465,A3465,Data Analytics Course,172.0,5314.0,240.69,14.0,9.0,0.04897922998986829,1998.0,2024-11-23,Hyderabad,tablet,learn data analytics,7.301134239062694,26.743333333333332
2466,A3466,Data Analytics Course,98.0,4655.0,182.99,21.0,10.0,0.102,1918.0,2024-11-14,Hyderabad,desktop,data analytics course,9.48144707361058,18.299
2467,A3467,Data Analytics Course,92.0,3226.0,236.27,17.0,6.0,0.04897922998986829,1473.0,2024-11-14,Hyderabad,tablet,data anaytics training,5.2343928556312695,39.37833333333334
2468,A3468,Data Analytics Course,102.0,5246.0,234.71,20.0,4.0,0.039,1903.0,2024-11-14,Hyderabad,tablet,data anaytics training,7.10787780665502,58.6775
2469,A3469,Data Analytics Course,143.0,5545.0,246.64,26.0,9.0,0.063,1105.0,2024-11-14,Hyderabad,mobile,learn data analytics,3.480214077197535,27.404444444444444
